Bio_type,
Gene_gene2690,179
Exon_NC_003197.2_4482489_4499168,174
Exon_NC_003197.2_4731980_4735495,72
Exon_NC_003197.2_4408264_4412034,69
Exon_NC_003197.2_77046_80273,59
Transcript_gene2513,58
Exon_NC_003197.2_3494529_3498989,57
Exon_NC_003197.2_1080211_1084677,56
Exon_NC_003197.2_3212142_3215015,56
Exon_NC_003197.2_2917576_2921229,55
Transcript_gene4157,54
Exon_NC_003197.2_2641874_2647471,53
Exon_NC_003197.2_2667762_2672696,49
Exon_NC_003197.2_3629174_3635035,48
Exon_NC_003197.2_446241_449381,48
Exon_NC_003197.2_4717030_4719885,46
Exon_NC_003197.2_4026463_4029198,46
Exon_NC_003197.2_329873_332062,46
Exon_NC_003197.2_1742118_1745642,45
Exon_NC_003197.2_2218645_2221725,45
Exon_NC_003197.2_4430546_4432900,44
Exon_NC_003197.2_1804748_1807423,44
Exon_NC_003197.2_1945854_1948493,44
Exon_NC_003197.2_1037373_1041428,43
Exon_NC_003197.2_3954772_3957639,42
Transcript_gene193,42
Exon_NC_003197.2_2215522_2218644,42
Exon_NC_003197.2_645464_649348,42
Exon_NC_003197.2_1660680_1664420,42
Exon_NC_003197.2_3336953_3339211,41
Exon_NC_003197.2_3152717_3156088,41
Exon_NC_003197.2_4647797_4651576,41
Exon_NC_003197.2_2648608_2650800,41
Transcript_gene3369,40
Exon_NC_003197.2_20057_23053,40
Exon_NC_003197.2_3936892_3938973,40
Exon_NC_003197.2_1731327_1735229,39
Transcript_gene4351,39
Exon_NC_003197.2_3188516_3191005,39
Exon_NC_003197.2_1858406_1862149,39
Exon_NC_003197.2_1207584_1211546,39
Exon_NC_003197.2_3149651_3152539,39
Exon_NC_003197.2_3961553_3964279,38
Exon_NC_003197.2_4380503_4382398,38
Exon_NC_003197.2_911349_913781,37
Exon_NC_003197.2_3453616_3456294,37
Transcript_gene1665,37
Transcript_gene4308,37
Exon_NC_003197.2_323861_327730,37
Exon_NC_003197.2_3824126_3826654,37
Exon_NC_003197.2_4038867_4041281,36
Exon_NC_003197.2_3972560_3975358,36
Exon_NC_003197.2_2593645_2596758,36
Exon_NC_003197.2_1476826_1479588,36
Exon_NC_003197.2_1268343_1271546,36
Exon_NC_003197.2_3885923_3887578,36
Exon_NC_003197.2_1681088_1684069,36
Exon_NC_003197.2_198219_200609,35
Exon_NC_003197.2_3609839_3611746,35
Exon_NC_003197.2_3763951_3765993,35
Exon_NC_003197.2_3720473_3722215,35
Exon_NC_003197.2_627195_629165,35
Exon_NC_003197.2_296912_298087,34
Exon_NC_003197.2_2526556_2528745,34
Exon_NC_003197.2_3024685_3026742,34
Exon_NC_003197.2_1466345_1469407,34
Exon_NC_003197.2_4365920_4369948,34
Exon_NC_003197.2_2599074_2601092,34
Exon_NC_003197.2_673706_675985,34
Exon_NC_003197.2_3146113_3149658,34
Exon_NC_003197.2_2923592_2925772,33
Exon_NC_003197.2_1446494_1449550,33
Exon_NC_003197.2_218308_220782,33
Exon_NC_003197.2_4244770_4247820,33
Exon_NC_003197.2_1818543_1820105,33
Exon_NC_003197.2_3236398_3238389,33
Exon_NC_003197.2_3623522_3626065,33
Exon_NC_003197.2_3742455_3744653,33
Exon_NC_003197.2_2425816_2427345,33
Exon_NC_003197.2_866946_869243,33
Exon_NC_003197.2_4699705_4702413,33
Exon_NC_003197.2_205078_207624,33
Exon_NC_003197.2_1178218_1179903,32
Exon_NC_003197.2_4064804_4066177,32
Exon_NC_003197.2_3102886_3105120,32
Exon_NC_003197.2_1298884_1302330,32
Exon_NC_003197.2_25802_28423,32
Exon_NC_003197.2_3671835_3673913,32
Exon_NC_003197.2_3793905_3797447,32
Exon_NC_003197.2_3839781_3841850,32
Exon_NC_003197.2_3090717_3092516,32
Exon_NC_003197.2_421688_423574,32
Transcript_gene3586,32
Exon_NC_003197.2_1516537_1518576,31
Exon_NC_003197.2_110001_112907,31
Exon_NC_003197.2_269548_273030,31
Exon_NC_003197.2_2952485_2954629,31
Exon_NC_003197.2_3328944_3331115,31
Exon_NC_003197.2_405299_408271,31
Exon_NC_003197.2_2802118_2804691,31
Exon_NC_003197.2_176239_178902,31
Exon_NC_003197.2_2126217_2127611,31
Transcript_gene4576,31
Exon_NC_003197.2_3860974_3862470,31
Exon_NC_003197.2_1638184_1640712,30
Exon_NC_003197.2_1574410_1576845,30
Transcript_gene157,30
Exon_NC_003197.2_53854_56688,30
Exon_NC_003197.2_606050_608662,30
Exon_NC_003197.2_2489934_2491994,30
Exon_NC_003197.2_2141566_2143914,30
Exon_NC_003197.2_1326072_1327196,29
Exon_NC_003197.2_3870857_3872707,29
Exon_NC_003197.2_534528_537890,29
Exon_NC_003197.2_4519847_4522069,29
Exon_NC_003197.2_381035_383596,29
Exon_NC_003197.2_2431892_2434624,29
Exon_NC_003197.2_4736694_4738778,29
Exon_NC_003197.2_456184_458001,29
Exon_NC_003197.2_1619775_1621331,29
Exon_NC_003197.2_4787582_4789732,29
Exon_NC_003197.2_231303_233960,29
Exon_NC_003197.2_3673923_3676316,29
Exon_NC_003197.2_3875278_3877194,29
Exon_NC_003197.2_2370745_2373591,29
Exon_NC_003197.2_4069047_4070876,29
Exon_NC_003197.2_3698923_3701370,28
Exon_NC_003197.2_3931167_3932852,28
Transcript_gene4452,28
Exon_NC_003197.2_70879_72399,28
Exon_NC_003197.2_1790150_1791523,28
Exon_NC_003197.2_4310888_4313320,28
Exon_NC_003197.2_1314639_1315973,28
Exon_NC_003197.2_2708254_2712141,28
Exon_NC_003197.2_4111999_4113849,28
Exon_NC_003197.2_1664417_1665961,28
Exon_NC_003197.2_2996550_2998376,28
Exon_NC_003197.2_3106525_3109281,28
Exon_NC_003197.2_2508496_2510502,28
Exon_NC_003197.2_3364046_3366889,28
Exon_NC_003197.2_4206143_4208929,27
Transcript_gene96,27
Exon_NC_003197.2_3072948_3074387,27
Exon_NC_003197.2_2356416_2358902,27
Exon_NC_003197.2_3867984_3869522,27
Exon_NC_003197.2_75879_77027,27
Exon_NC_003197.2_387109_388683,27
Exon_NC_003197.2_1622632_1624140,27
Exon_NC_003197.2_3144281_3146116,27
Exon_NC_003197.2_4162570_4164417,27
Transcript_gene2782,27
Exon_NC_003197.2_4117389_4118864,27
Exon_NC_003197.2_3676910_3679615,27
Exon_NC_003197.2_2187016_2188386,27
Exon_NC_003197.2_2520386_2522038,27
Exon_NC_003197.2_1737146_1739782,27
Exon_NC_003197.2_2427659_2429500,26
Exon_NC_003197.2_3688741_3690249,26
Exon_NC_003197.2_774780_776201,26
Exon_NC_003197.2_2381398_2383683,26
Exon_NC_003197.2_3433333_3435375,26
Exon_NC_003197.2_3820587_3822278,26
Exon_NC_003197.2_529249_532398,26
Exon_NC_003197.2_98777_100639,26
Exon_NC_003197.2_1656802_1658289,26
Exon_NC_003197.2_332551_336645,26
Exon_NC_003197.2_2589613_2591574,26
Exon_NC_003197.2_3272779_3274914,26
Exon_NC_003197.2_311194_313833,26
Exon_NC_003197.2_3022077_3023708,26
Exon_NC_003197.2_2840527_2842707,26
Exon_NC_003197.2_1883061_1884326,26
Exon_NC_003197.2_4228677_4230713,26
Exon_NC_003197.2_1809785_1812382,26
Exon_NC_003197.2_1045323_1047767,26
Exon_NC_003197.2_178917_180806,26
Exon_NC_003197.2_1721286_1722512,26
Exon_NC_003197.2_2046370_2047575,26
