"1"	"sal1"	190	255
"2"	"sal1"	325	2799
"3"	"sal1"	2789	3730
"4"	"sal1"	3722	5020
"5"	"sal1"	5114	5898
"6"	"sal1"	5966	7407
"7"	"sal1"	7652	8618
"8"	"sal1"	8718	9319
"9"	"sal1"	9376	9950
"10"	"sal1"	10092	10811
"11"	"sal1"	10841	11255
"12"	"sal1"	11579	13509
"13"	"sal1"	13577	14734
"14"	"sal1"	15007	15961
"15"	"sal1"	16083	16432
"16"	"sal1"	16493	17033
"17"	"sal1"	17043	17493
"18"	"sal1"	17860	19966
"19"	"sal1"	20051	23054
"20"	"sal1"	23335	24039
"21"	"sal1"	24462	25011
"22"	"sal1"	25105	25798
"23"	"sal1"	25803	28424
"24"	"sal1"	28410	29432
"25"	"sal1"	29418	29978
"26"	"sal1"	29977	30512
"27"	"sal1"	30466	31209
"28"	"sal1"	31270	32119
"29"	"sal1"	32545	33000
"30"	"sal1"	33357	34368
"31"	"sal1"	34376	34816
"32"	"sal1"	35331	37057
"33"	"sal1"	37103	38674
"34"	"sal1"	38773	39540
"35"	"sal1"	40120	41624
"36"	"sal1"	41717	42913
"37"	"sal1"	42926	44185
"38"	"sal1"	44305	46027
"39"	"sal1"	46083	47356
"40"	"sal1"	47407	48317
"41"	"sal1"	48372	50417
"42"	"sal1"	50451	51829
"43"	"sal1"	52280	52550
"44"	"sal1"	52649	52864
"45"	"sal1"	52872	53810
"46"	"sal1"	53838	56689
"47"	"sal1"	56689	57189
"48"	"sal1"	57328	57793
"49"	"sal1"	57782	58746
"50"	"sal1"	58940	60148
"51"	"sal1"	60151	61084
"52"	"sal1"	61106	61797
"53"	"sal1"	61794	63413
"54"	"sal1"	63548	64855
"55"	"sal1"	64862	66644
"56"	"sal1"	66654	66899
"57"	"sal1"	67052	68400
"58"	"sal1"	68637	69680
"59"	"sal1"	69703	70003
"60"	"sal1"	69994	70869
"61"	"sal1"	70873	72400
"62"	"sal1"	72394	72951
"63"	"sal1"	72923	73837
"64"	"sal1"	74007	74838
"65"	"sal1"	75088	75435
"66"	"sal1"	75812	77028
"67"	"sal1"	77030	80274
"68"	"sal1"	80459	80943
"69"	"sal1"	81020	81627
"70"	"sal1"	81725	82523
"71"	"sal1"	82564	84131
"72"	"sal1"	84180	85410
"73"	"sal1"	85509	86662
"74"	"sal1"	86686	88216
"75"	"sal1"	88547	89454
"76"	"sal1"	89459	90411
"77"	"sal1"	90450	91747
"78"	"sal1"	91728	92031
"79"	"sal1"	92166	93518
"80"	"sal1"	93601	93837
"81"	"sal1"	94123	94547
"82"	"sal1"	94771	95069
"83"	"sal1"	95271	95465
"84"	"sal1"	95952	97848
"85"	"sal1"	98245	98785
"86"	"sal1"	98765	100640
"87"	"sal1"	100826	101318
"88"	"sal1"	101424	102272
"89"	"sal1"	102283	102674
"90"	"sal1"	102663	103484
"91"	"sal1"	103481	104470
"92"	"sal1"	104470	105767
"93"	"sal1"	105810	108170
"94"	"sal1"	108413	109236
"95"	"sal1"	109331	110002
"96"	"sal1"	110002	112908
"97"	"sal1"	113082	115445
"98"	"sal1"	115477	116102
"99"	"sal1"	116294	116601
"100"	"sal1"	116816	117235
"101"	"sal1"	117241	117949
"102"	"sal1"	118077	119591
"103"	"sal1"	119590	121412
"104"	"sal1"	121528	122485
"105"	"sal1"	122593	123371
"106"	"sal1"	123410	124136
"107"	"sal1"	124101	125728
"108"	"sal1"	125687	126680
"109"	"sal1"	126848	128522
"110"	"sal1"	129057	129674
"111"	"sal1"	129673	131086
"112"	"sal1"	131076	132181
"113"	"sal1"	132167	133758
"114"	"sal1"	133826	134057
"115"	"sal1"	134557	135513
"116"	"sal1"	135770	137559
"117"	"sal1"	137550	138053
"118"	"sal1"	138326	139341
"119"	"sal1"	139931	140405
"120"	"sal1"	140388	141348
"121"	"sal1"	141333	141710
"122"	"sal1"	141709	143492
"123"	"sal1"	143469	144966
"124"	"sal1"	144949	146321
"125"	"sal1"	146301	147397
"126"	"sal1"	147386	148716
"127"	"sal1"	148702	149960
"128"	"sal1"	149947	151024
"129"	"sal1"	151131	152618
"130"	"sal1"	152595	153531
"131"	"sal1"	153375	154363
"132"	"sal1"	154346	155622
"133"	"sal1"	155670	156834
"134"	"sal1"	156919	157852
"135"	"sal1"	158199	158627
"136"	"sal1"	158689	161394
"137"	"sal1"	161532	161941
"138"	"sal1"	162263	162465
"139"	"sal1"	162464	163221
"140"	"sal1"	163207	163835
"141"	"sal1"	164040	165096
"142"	"sal1"	165127	166342
"143"	"sal1"	166319	167715
"144"	"sal1"	167714	168163
"145"	"sal1"	168373	169279
"146"	"sal1"	169341	169917
"147"	"sal1"	169903	170768
"148"	"sal1"	170860	171822
"149"	"sal1"	171810	173227
"150"	"sal1"	173380	174812
"151"	"sal1"	175153	176080
"152"	"sal1"	176227	178903
"153"	"sal1"	178904	180807
"154"	"sal1"	180898	182431
"155"	"sal1"	182714	183004
"156"	"sal1"	183042	183840
"157"	"sal1"	183846	185488
"158"	"sal1"	185843	188454
"159"	"sal1"	188515	189363
"160"	"sal1"	189591	189965
"161"	"sal1"	190186	191153
"162"	"sal1"	191145	192421
"163"	"sal1"	192403	193394
"164"	"sal1"	193399	194171
"165"	"sal1"	194201	195011
"166"	"sal1"	195016	195889
"167"	"sal1"	195983	196342
"168"	"sal1"	196520	198142
"169"	"sal1"	198220	200623
"170"	"sal1"	200804	201352
"171"	"sal1"	201410	202088
"172"	"sal1"	202173	203107
"173"	"sal1"	203091	203874
"174"	"sal1"	203991	205077
"175"	"sal1"	205079	207631
"176"	"sal1"	207652	208341
"177"	"sal1"	208383	208928
"178"	"sal1"	209282	209733
"179"	"sal1"	209795	211024
"180"	"sal1"	211031	211426
"181"	"sal1"	211506	212373
"182"	"sal1"	212486	213288
"183"	"sal1"	213398	213888
"184"	"sal1"	213874	215292
"185"	"sal1"	215433	216374
"186"	"sal1"	216398	216866
"187"	"sal1"	217030	217745
"188"	"sal1"	217751	218281
"189"	"sal1"	218296	220783
"190"	"sal1"	220911	223446
"191"	"sal1"	223726	225928
"192"	"sal1"	225977	226774
"193"	"sal1"	226774	227664
"194"	"sal1"	227651	229718
"195"	"sal1"	230647	231218
"196"	"sal1"	231287	233961
"197"	"sal1"	233964	234731
"198"	"sal1"	234737	235262
"199"	"sal1"	235245	235735
"200"	"sal1"	235718	236265
"201"	"sal1"	236265	237104
"202"	"sal1"	237212	238505
"203"	"sal1"	238662	240083
"204"	"sal1"	240120	240509
"205"	"sal1"	240610	241247
"206"	"sal1"	241270	242077
"207"	"sal1"	242063	242761
"208"	"sal1"	242840	244363
"209"	"sal1"	244493	245920
"210"	"sal1"	246061	247230
"211"	"sal1"	247319	247717
"212"	"sal1"	247943	249253
"213"	"sal1"	249290	250114
"214"	"sal1"	250144	252825
"215"	"sal1"	253053	253860
"216"	"sal1"	254285	255023
"217"	"sal1"	255269	256132
"218"	"sal1"	256265	257002
"219"	"sal1"	257136	257706
"220"	"sal1"	257836	259043
"221"	"sal1"	259337	260114
"222"	"sal1"	260114	260984
"223"	"sal1"	260988	262348
"224"	"sal1"	262380	264794
"225"	"sal1"	264905	265402
"226"	"sal1"	265391	266431
"227"	"sal1"	266524	266992
"228"	"sal1"	266984	267784
"229"	"sal1"	267768	268932
"230"	"sal1"	268915	269525
"231"	"sal1"	269536	273031
"232"	"sal1"	272938	274003
"233"	"sal1"	274177	275947
"234"	"sal1"	276012	278164
